20221218,1805,0,0.0,7,"[421, 421, 421, 421, 421, 421, 421]","[0, 1, 2, 3, 4, 5, 6]"
20221218,1812,0,0.011762843680350264,47,"[421, 421, 421, 421, 421, 421, 421, 421, 421, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 419, 421, 431, 441, 444, 447, 449, 452, 457, 457, 457, 457, 457, 457, 454, 452, 449, 444, 436, 431, 429, 429, 429, 429, 424]","[2, 3, 4, 7, 12, 13, 14, 16, 19, 25, 26, 27, 28, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 51, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 75, 76, 79, 81, 87]"
20221218,2119,0,0.0,100,"[439, 439, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 434, 434, 436, 436, 436, 436, 439, 436, 436, 439, 439, 439, 441, 441, 441, 441, 441, 441, 441, 439, 439, 436, 436, 439, 436, 439, 436, 439, 439, 439, 439, 439, 439, 436, 436, 436, 439, 439, 439, 439, 439, 439, 439, 436, 436, 441, 441, 439, 439, 436, 436, 436, 436, 436, 439, 439, 436, 436, 436, 439, 439, 439, 436, 434, 434, 434, 436, 434, 436, 436, 436, 434, 434, 434, 434, 434, 434, 431, 429]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
20221218,30736,0,0.004459286539121752,5,"[284, 274, 279, 279, 284]","[14, 16, 17, 18, 19]"
20221218,33150,0,0.004459286539121752,5,"[271, 271, 271, 271, 279]","[15, 16, 17, 18, 19]"
20221218,35805,0,0.009721990232234159,7,"[256, 251, 254, 256, 266, 271, 279]","[21, 22, 23, 24, 25, 26, 27]"
20221218,42226,0,0.013822009784103728,8,"[393, 340, 332, 322, 322, 322, 325, 360]","[4, 8, 10, 11, 12, 13, 15, 20]"
20221218,47608,0,0.004459286539121752,5,"[223, 218, 220, 220, 223]","[15, 16, 17, 18, 19]"
20221218,48187,0,0.0026803614896185645,4,"[218, 215, 215, 215]","[9, 10, 11, 12]"
20221218,60786,0,0.00262466738384561,4,"[147, 144, 147, 152]","[14, 15, 16, 17]"
20221218,70154,0,0.004459286539121752,5,"[149, 132, 129, 132, 137]","[17, 18, 19, 20, 21]"
20221218,80357,0,0.0012870007533763478,3,"[177, 170, 170]","[16, 17, 18]"
20221221,18463,0,0.007207112936506116,4,"[490, 487, 500, 500]","[15, 16, 18, 19]"
20221221,18527,0,0.004459286539121752,5,"[421, 419, 414, 411, 431]","[14, 15, 16, 17, 18]"
20221221,31222,0,0.004459286539121752,5,"[307, 307, 307, 309, 317]","[13, 14, 15, 16, 17]"
